#Energy[eV]	Flux[ph/s/0.1%bw/100mA] 
100.00	0.000000E+00 
110.00	0.000000E+00 
120.00	0.000000E+00 
130.00	0.000000E+00 
140.00	0.000000E+00 
150.00	0.000000E+00 
160.00	0.000000E+00 
170.00	0.000000E+00 
180.00	0.000000E+00 
190.00	0.000000E+00 
200.00	0.000000E+00 
210.00	0.000000E+00 
220.00	0.000000E+00 
230.00	0.000000E+00 
240.00	0.000000E+00 
250.00	0.000000E+00 
260.00	0.000000E+00 
270.00	0.000000E+00 
280.00	0.000000E+00 
290.00	0.000000E+00 
300.00	0.000000E+00 
310.00	0.000000E+00 
320.00	0.000000E+00 
330.00	0.000000E+00 
340.00	0.000000E+00 
350.00	0.000000E+00 
360.00	0.000000E+00 
370.00	0.000000E+00 
380.00	0.000000E+00 
390.00	0.000000E+00 
400.00	0.000000E+00 
410.00	0.000000E+00 
420.00	0.000000E+00 
430.00	0.000000E+00 
440.00	0.000000E+00 
450.00	0.000000E+00 
460.00	0.000000E+00 
470.00	0.000000E+00 
480.00	0.000000E+00 
490.00	0.000000E+00 
500.00	0.000000E+00 
510.00	0.000000E+00 
520.00	0.000000E+00 
530.00	0.000000E+00 
540.00	0.000000E+00 
550.00	0.000000E+00 
560.00	0.000000E+00 
570.00	0.000000E+00 
580.00	0.000000E+00 
590.00	0.000000E+00 
600.00	0.000000E+00 
610.00	0.000000E+00 
620.00	0.000000E+00 
630.00	0.000000E+00 
640.00	0.000000E+00 
650.00	0.000000E+00 
660.00	0.000000E+00 
670.00	0.000000E+00 
680.00	0.000000E+00 
690.00	0.000000E+00 
700.00	0.000000E+00 
710.00	0.000000E+00 
720.00	0.000000E+00 
730.00	0.000000E+00 
740.00	0.000000E+00 
750.00	0.000000E+00 
760.00	0.000000E+00 
770.00	0.000000E+00 
780.00	0.000000E+00 
790.00	0.000000E+00 
800.00	0.000000E+00 
810.00	0.000000E+00 
820.00	0.000000E+00 
830.00	0.000000E+00 
840.00	0.000000E+00 
850.00	0.000000E+00 
860.00	0.000000E+00 
870.00	0.000000E+00 
880.00	0.000000E+00 
890.00	0.000000E+00 
900.00	3.905174E+10 
910.00	3.744755E+10 
920.00	4.158109E+10 
930.00	3.777157E+10 
940.00	4.293397E+10 
950.00	3.966280E+10 
960.00	4.289411E+10 
970.00	4.288403E+10 
980.00	4.225103E+10 
990.00	4.628949E+10 
1000.00	4.236274E+10 
1010.00	4.857985E+10 
1020.00	4.425996E+10 
1030.00	4.921350E+10 
1040.00	4.797525E+10 
1050.00	4.877460E+10 
1060.00	5.242891E+10 
1070.00	4.874840E+10 
1080.00	5.600757E+10 
1090.00	5.063168E+10 
1100.00	5.766939E+10 
1110.00	5.491341E+10 
1120.00	5.769340E+10 
1130.00	6.066596E+10 
1140.00	5.767766E+10 
1150.00	6.597185E+10 
1160.00	5.960986E+10 
1170.00	6.919803E+10 
1180.00	6.461413E+10 
1190.00	7.015121E+10 
1200.00	7.203779E+10 
1210.00	7.042020E+10 
1220.00	7.974837E+10 
